date,year,month,AverageTemperatureCelsius
1759-06-01,1759,6,16.731
1759-07-01,1759,7,19.491
1759-07-01,1759,7,18.638
1759-08-01,1759,8,18.664
1759-08-01,1759,8,17.311999999999998
1759-09-01,1759,9,13.139
1759-09-01,1759,9,12.973
1759-10-01,1759,10,7.406000000000002
1759-10-01,1759,10,8.322
1759-11-01,1759,11,-0.614
1759-11-01,1759,11,-0.2109999999999997
1759-12-01,1759,12,-6.808000000000001
1759-12-01,1759,12,-5.143000000000001
1760-01-01,1760,1,-7.936999999999999
1760-01-01,1760,1,-5.066999999999999
1760-02-01,1760,2,-3.786000000000002
1760-02-01,1760,2,-2.8109999999999995
1760-03-01,1760,3,-0.6570000000000005
1760-03-01,1760,3,0.2280000000000015
1760-04-01,1760,4,6.885999999999998
1760-04-01,1760,4,7.0120000000000005
1760-05-01,1760,5,13.345
1760-05-01,1760,5,12.354
1760-06-01,1760,6,17.462000000000003
1760-06-01,1760,6,16.378
1760-07-01,1760,7,18.382
1760-07-01,1760,7,17.206
1760-08-01,1760,8,17.584000000000003
1760-08-01,1760,8,16.693
1760-09-01,1760,9,14.427999999999995
1760-09-01,1760,9,14.078
1760-10-01,1760,10,6.856000000000001
1760-10-01,1760,10,7.8820000000000014
1760-11-01,1760,11,1.7569999999999988
1760-11-01,1760,11,2.733000000000002
1760-12-01,1760,12,-1.4700000000000004
1760-12-01,1760,12,0.8339999999999984
1761-01-01,1761,1,-4.656000000000001
1761-01-01,1761,1,-3.379
1761-02-01,1761,2,-1.9769999999999992
1761-02-01,1761,2,0.0030000000000009
1761-03-01,1761,3,3.9619999999999993
1761-03-01,1761,3,4.441
1761-04-01,1761,4,7.071999999999999
1761-04-01,1761,4,6.382000000000001
1761-05-01,1761,5,14.901000000000002
1761-05-01,1761,5,13.978000000000002
1761-06-01,1761,6,19.589
1761-06-01,1761,6,18.014000000000003
1761-07-01,1761,7,19.43
1761-07-01,1761,7,17.667
1761-08-01,1761,8,19.291
1761-08-01,1761,8,18.254999999999995
1761-09-01,1761,9,15.242
1761-09-01,1761,9,14.998
1761-10-01,1761,10,5.306000000000001
1761-10-01,1761,10,5.787999999999999
1761-11-01,1761,11,1.6109999999999995
1761-11-01,1761,11,2.3710000000000004
1761-12-01,1761,12,-6.124
1761-12-01,1761,12,-4.761
1762-01-01,1762,1,-1.582
1762-01-01,1762,1,-0.7049999999999991
1762-02-01,1762,2,-1.8460000000000003
1762-02-01,1762,2,-1.1749999999999992
1762-03-01,1762,3,-0.9429999999999992
1762-03-01,1762,3,-0.7130000000000002
1762-04-01,1762,4,9.361
1762-04-01,1762,4,9.085
1762-05-01,1762,5,13.577000000000002
1762-05-01,1762,5,12.754
1762-06-01,1762,6,18.364
1762-06-01,1762,6,16.652
1762-07-01,1762,7,18.639000000000003
1762-07-01,1762,7,17.711
1762-08-01,1762,8,16.048000000000002
1762-08-01,1762,8,15.063
1762-09-01,1762,9,12.401000000000002
1762-09-01,1762,9,12.545000000000002
1762-10-01,1762,10,4.452999999999999
1762-10-01,1762,10,5.364000000000001
1762-11-01,1762,11,2.395
1762-11-01,1762,11,2.5400000000000014
1762-12-01,1762,12,-4.329000000000001
1762-12-01,1762,12,-3.765000000000001
1763-01-01,1763,1,-7.473000000000001
1763-01-01,1763,1,-6.654
1763-02-01,1763,2,-1.784000000000001
1763-02-01,1763,2,0.8299999999999998
1763-03-01,1763,3,-0.9010000000000002
1763-03-01,1763,3,0.3529999999999983
1763-04-01,1763,4,6.428
1763-04-01,1763,4,5.877999999999998
1763-05-01,1763,5,11.365999999999998
1763-06-01,1763,6,16.372
1763-06-01,1763,6,15.272
1763-07-01,1763,7,18.106
1763-08-01,1763,8,18.326000000000004
1763-08-01,1763,8,17.606
1763-09-01,1763,9,11.812
1763-09-01,1763,9,11.636999999999995
1763-10-01,1763,10,5.161
1763-10-01,1763,10,5.675000000000002
1763-11-01,1763,11,0.7940000000000009
1763-11-01,1763,11,1.831
1763-12-01,1763,12,-0.5929999999999995
1763-12-01,1763,12,0.9979999999999992
1764-01-01,1764,1,-2.7810000000000006
1764-01-01,1764,1,-0.614
1764-02-01,1764,2,0.906999999999998
1764-02-01,1764,2,2.019
